Listing_id,Listing_name,Host_id,Host_name,Neighborhood,Latitude,Longitude,Room_type,Price,Min_nights,Num_reviews,Last_review,Reviews_per_month,calculated_host_listings_count,Availability_365,Street_address,Host_response_time,Host_response_rate,Superhost_status,Host_listings_count,Host_total_listings_count,Cleansed_neighborhood,Property_type,Accommodates,Bathrooms,Bedrooms,Beds,Square_feet,Weekly_price($),Monthly_price($),Security_deposit($),Cleaning_fee($),Max_nights,Availability_30,Availability_60,Availability_90,Review_scores_rating,Review_scores_cleanliness,Review_scores_value,Instant_bookable,Cancellation_policy
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,Oostelijk Havengebied - Indische Buurt,52.365753,4.941419,Private room,59,3,248,2018-11-28T00:00:00.000+01:00,2.1,1,44,"Amsterdam, North Holland, Netherlands",within an hour,100.0,true,1.0,1.0,Oostelijk Havengebied - Indische Buurt,Apartment,2,1,1,2,100.0,635,842,100,50,15,17,44,44,97.0,10.0,10.0,true,strict_14_with_grace_period
